Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:70100000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
70100000;2;01/02/2013;;1;1;"32,9557";"8,1628";"22,5474";8;1;1;1;1;;0;"8,1628";"13,8588";"23,3879";"30,0659";"25,9649";"20,9375";"22,1468";"32,9557";"32,9557";"24,6606";"19,76";"30,0659";"24,6606";"17,5011";"25,9649";"20,9375";"13,8588";"17,5011";"22,7634";"29,3629";"24,0203";"23,3879";"20,9375";"17,5011";"15,8914";"22,7634";"25,9649";"23,3879";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
70100000;2;01/01/2013;;1;1;"35,2044";"6,0128";"16,2138";1;30;1;1;1;;0;"35,2044";"25,3088";"18,6145";"13,8588";"10,6172";"8,1628";"6,3497";"11,957";"17,5011";"14,8588";"12,8914";"10,6172";"9,3522";"13,8588";"21,5381";"15,371";"10,6172";"8,1628";"9,7655";"24,6606";"28,6676";"32,9557";"26,6288";"22,7634";"21,5381";"19,76";"17,5011";"11,957";"8,1628";"6,0128";"7,412";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/12/2012;;1;1;"32,2216";"1,4565";"7,5778";30;9;1;1;1;;0;"2,6513";"2,4292";"2,4292";"2,2161";"2,2161";"2,2161";"1,8177";"1,6324";"1,4565";"1,8177";"2,6513";"2,4292";"2,0123";"1,8177";"4,4579";"3,1228";"2,6513";"2,2161";"2,6513";"2,2161";"2,0123";"2,0123";"19,76";"11,957";"11,5021";"8,1628";"18,0537";"25,9649";"24,6606";"32,2216";"31,4953";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/11/2012;;1;1;"5,3647";"2,2161";"3,8054";2;27;1;1;1;;0;"4,7515";"5,3647";"5,0537";"4,7515";"3,8972";"3,6302";"3,372";"3,372";"3,372";"3,1228";"3,1228";"3,1228";"3,372";"3,372";"3,6302";"4,1732";"5,0537";"4,7515";"4,7515";"5,3647";"4,1732";"4,1732";"3,8972";"3,6302";"3,1228";"2,6513";"2,2161";"3,1228";"3,1228";"2,6513";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/10/2012;;1;1;"81,4904";"3,6302";"21,0169";12;31;1;1;1;;0;"4,7515";"23,3879";"14,3547";"26,6288";"22,1468";"17,5011";"63,6766";"13,8588";"9,7655";"14,3547";"61,2543";"81,4904";"37,5225";"30,0659";"24,0203";"10,1872";"9,7655";"8,9473";"8,5508";"8,5508";"8,1628";"9,7655";"71,1302";"23,3879";"12,8914";"8,1628";"7,412";"6,0128";"6,0128";"4,1732";"3,6302";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/09/2012;;1;1;"71,9754";"1,4565";"13,1645";10;7;1;1;1;;0;"3,1228";"2,8825";"2,2161";"2,2161";"1,8177";"1,8177";"1,4565";"1,4565";"1,6324";"71,9754";"70,2884";"26,6288";"19,1832";"16,4199";"13,8588";"9,3522";"8,1628";"7,0494";"46,6112";"24,0203";"12,4201";"11,5021";"6,3497";"5,3647";"5,3647";"4,7515";"4,4579";"4,1732";"4,7515";"3,6302";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/08/2012;;1;1;"14,3547";"2,4292";"5,8237";1;24;1;1;1;;0;"14,3547";"13,8588";"13,371";"10,6172";"9,7655";"9,3522";"8,9473";"8,1628";"7,412";"6,6952";"6,0128";"6,0128";"5,3647";"5,0537";"4,1732";"4,1732";"3,6302";"3,6302";"3,1228";"3,1228";"2,8825";"2,6513";"2,6513";"2,4292";"2,4292";"2,6513";"2,8825";"3,1228";"4,4579";"4,1732";"3,372";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/07/2012;;1;1;"105,501";"3,1228";"14,2417";27;5;2;2;2;;0;"7,412";"6,0128";"5,3647";"4,4579";"3,1228";"3,6302";"5,6844";"21,5381";"18,0537";"13,371";"10,1872";"13,371";"10,6172";"9,3522";"8,1628";"6,6952";"6,6952";"6,0128";"14,8588";"12,4201";"10,6172";"9,3522";"7,7831";"8,1628";"20,9375";"24,6606";"105,501";"19,76";"15,371";"16,9564";"15,371";1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/06/2012;;1;1;"97,8928";"2,8825";"15,3836";18;15;2;2;2;"0,0";0;"5,0537";"14,3547";"20,3447";"13,8588";"11,5021";"7,0494";"5,3647";"4,1732";"3,372";"3,372";"3,372";"5,0537";"4,1732";"3,372";"2,8825";"4,4579";"6,0128";"97,8928";"39,9097";"32,9557";"24,6606";"24,0203";"21,5381";"19,76";"18,6145";"16,4199";"13,8588";"12,4201";"11,5021";"10,1872";;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/05/2012;;1;1;"4,4579";"0,6017";"1,5163";26;19;2;2;2;"0,0";0;"1,8177";"1,4565";"1,4565";"1,133";"1,133";"0,9856";"0,8478";"1,8177";"1,6324";"1,4565";"1,4565";"1,133";"1,133";"0,9856";"0,8478";"0,8478";"0,7198";"0,7198";"0,6017";"0,6017";"0,8478";"0,8478";"0,7198";"0,6017";"3,372";"4,4579";"3,6302";"2,8825";"2,2161";"2,2161";"2,4292";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2
70100000;2;01/04/2012;;1;1;"5,3647";"0,9856";"1,8122";30;22;1;1;1;;0;"1,8177";"1,8177";"1,6324";"1,4565";"1,8177";"1,8177";"2,2161";"1,8177";"1,6324";"1,4565";"1,4565";"1,29";"1,133";"1,29";"2,2161";"2,2161";"1,8177";"1,4565";"1,4565";"1,29";"1,133";"0,9856";"1,133";"1,133";"1,4565";"1,4565";"1,8177";"2,8825";"3,8972";"5,3647";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/03/2012;;1;1;"18,6145";"2,0123";"5,1656";1;25;1;1;1;;0;"18,6145";"17,5011";"14,8588";"12,8914";"11,0555";"9,7655";"7,412";"5,6844";"4,4579";"3,8972";"3,1228";"2,6513";"2,6513";"3,1228";"3,372";"3,1228";"2,6513";"2,2161";"2,2161";"2,2161";"3,1228";"3,1228";"2,6513";"2,2161";"2,0123";"2,2161";"2,6513";"2,2161";"2,0123";"2,2161";"2,2161";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/02/2012;;1;1;"114,286";"8,1889";"29,4926";21;3;1;1;1;"0,0";0;"11,8795";"9,9908";"8,1889";"31,5347";"30,26";"36,8069";"45,2123";"50,3772";"43,7714";"32,827";"27,1515";"21,8498";"19,0759";"16,937";"14,8599";"16,4113";"15,3726";"18,0008";"15,8898";"63,6766";"114,286";"59,6571";"35,9694";"21,5381";"19,1832";"20,9375";"19,1832";"16,9564";"17,5011";;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
70100000;2;01/01/2012;;1;1;"79,731";"4,9046";"23,8625";14;7;1;1;1;"0,0";0;"15,8898";"13,8477";"11,8795";"9,9908";"8,1889";"6,4828";"4,9046";"12,854";"14,8599";"14,3515";"14,3515";"23,574";"34,1366";"79,731";"40,2385";"25,3415";"29,003";"27,7641";"24,7476";"20,1703";"24,1584";"28,3813";"34,1366";"29,6293";"64,4911";"32,827";"25,3415";"20,7251";"18,0008";"15,8898";"13,8477";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/12/2011;;1;1;"35,4633";"2,1983";"13,6277";24;4;1;1;1;"0,0";0;"3,8651";"3,2498";"2,6947";"2,1983";"3,2498";"3,2498";"7,753";"6,8998";"8,1889";"31,5347";"22,9944";"16,4113";"12,854";"29,003";"33,4797";"25,9402";"16,937";"8,6308";"5,6691";"4,5423";"3,8651";"3,2498";"2,9648";"35,4633";"29,6293";"23,574";"16,4113";"14,8599";"15,8898";"14,3515";"12,854";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/11/2011;;1;1;"14,3515";"2,6947";"6,9914";22;11;1;1;1;"0,0";0;"13,3485";"12,3643";"11,3996";"10,4552";"9,5319";"8,6308";"7,3232";"5,6691";"4,1959";"3,2498";"2,6947";"2,6947";"4,1959";"4,9046";"12,3643";"7,753";"6,0725";"4,5423";"3,8651";"3,2498";"10,4552";"14,3515";"8,6308";"5,6691";"4,1959";"6,0725";"9,0785";"5,6691";"3,8651";"3,2498";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/10/2011;;1;1;"32,827";"2,9648";"12,4388";25;24;1;1;1;"0,0";0;"9,0785";"7,753";"6,8998";"6,0725";"5,2828";"4,5423";"3,8651";"3,2498";"9,5319";"19,6205";"20,1703";"18,5389";"17,4669";"16,4113";"15,3726";"13,3485";"11,3996";"9,5319";"7,753";"6,4828";"4,9046";"3,8651";"3,2498";"2,9648";"32,827";"26,5436";"22,9944";"21,8498";"19,6205";"18,0008";"16,4113";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/09/2011;;1;1;"110,3524";"10,9248";"30,224";9;30;1;1;1;"0,0";0;"45,9386";"38,1672";"32,1787";"28,3813";"22,9944";"28,3813";"36,8069";"71,1302";"110,3524";"40,2385";"34,1366";"29,6293";"27,1515";"23,574";"21,285";"20,7251";"16,937";"17,4669";"15,8898";"36,8069";"32,1787";"28,3813";"24,1584";"22,9944";"21,8498";"20,7251";"19,6205";"14,8599";"12,854";"10,9248";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/08/2011;;1;1;"437,0578";"9,0785";"69,1642";9;28;1;1;1;"0,0";0;"40,2385";"38,1672";"36,8069";"32,827";"25,3415";"19,6205";"16,937";"211,6838";"437,0578";"246,6592";"89,5654";"38,1672";"34,7978";"28,3813";"23,574";"21,285";"19,6205";"18,5389";"16,4113";"15,8898";"14,3515";"13,3485";"12,3643";"11,3996";"10,4552";"9,5319";"10,4552";"9,0785";"134,6342";"415,507";"91,3943";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/07/2011;;1;1;"295,5526";"6,8998";"32,2376";21;13;1;1;1;"0,0";0;"16,4113";"107,4328";"58,8638";"37,485";"32,827";"20,7251";"16,937";"13,8477";"12,3643";"10,4552";"9,0785";"7,753";"6,8998";"6,8998";"7,753";"7,3232";"9,9908";"8,6308";"7,753";"12,3643";"295,5526";"43,0568";"25,3415";"19,0759";"19,0759";"16,937";"14,8599";"12,854";"12,854";"90,4783";"37,485";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/06/2011;;1;1;"182,0107";"3,2498";"19,0732";26;5;1;1;1;"0,0";0;"5,2828";"4,5423";"3,8651";"3,5498";"3,2498";"3,2498";"16,937";"16,4113";"15,3726";"14,3515";"13,3485";"12,3643";"10,9248";"9,5319";"8,6308";"7,753";"6,4828";"5,2828";"3,8651";"3,2498";"9,9908";"8,6308";"8,6308";"7,3232";"35,4633";"182,0107";"71,1302";"38,8536";"26,5436";"15,3726";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/05/2011;;1;1;"62,8657";"3,2498";"12,2934";16;2;1;1;1;"0,0";0;"3,8651";"3,2498";"4,5423";"3,8651";"3,2498";"4,1959";"3,8651";"3,2498";"4,5423";"4,9046";"4,5423";"3,8651";"3,2498";"3,2498";"43,7714";"62,8657";"35,4633";"33,4797";"22,9944";"17,4669";"14,3515";"12,3643";"11,3996";"10,4552";"9,5319";"10,9248";"10,4552";"9,5319";"8,6308";"6,8998";"6,0725";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/04/2011;;1;1;"38,1672";"3,2498";"13,7921";1;30;1;1;1;"0,0";0;"38,1672";"32,827";"26,5436";"21,8498";"14,3515";"11,3996";"9,9908";"8,6308";"8,6308";"7,753";"8,6308";"7,753";"6,8998";"13,8477";"28,3813";"24,1584";"19,6205";"15,3726";"11,3996";"9,0785";"8,1889";"6,8998";"17,4669";"19,6205";"9,9908";"7,753";"6,8998";"4,5423";"3,8651";"3,2498";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/03/2011;;1;1;"73,6758";"5,6691";"22,0968";29;25;1;1;1;"0,0";0;"22,4197";"20,1703";"18,0008";"34,7978";"30,26";"25,3415";"20,7251";"16,4113";"45,2123";"29,6293";"28,3813";"25,3415";"22,4197";"16,937";"14,3515";"11,3996";"9,9908";"9,0785";"7,753";"9,5319";"7,753";"6,8998";"6,0725";"6,0725";"5,6691";"6,0725";"8,6308";"48,1407";"73,6758";"52,6475";"45,2123";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/02/2011;;1;1;"39,544";"19,0759";"30,0074";6;3;1;1;1;"0,0";0;"22,9944";"20,1703";"19,0759";"38,1672";"35,4633";"39,544";"34,1366";"38,1672";"34,7978";"31,5347";"29,003";"23,574";"20,7251";"32,827";"32,827";"34,7978";"34,1366";"33,4797";"30,26";"27,7641";"26,5436";"27,7641";"32,1787";"31,5347";"30,26";"28,3813";"25,9402";"24,1584";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
70100000;2;01/01/2011;;1;1;"187,8243";"3,8651";"33,8583";22;4;1;1;1;"0,0";0;"4,5423";"4,5423";"4,5423";"3,8651";"7,753";"18,5389";"17,4669";"16,4113";"13,3485";"12,3643";"13,8477";"16,937";"13,3485";"15,3726";"12,854";"10,9248";"11,3996";"14,8599";"144,1501";"64,4911";"35,4633";"187,8243";"107,4328";"36,133";"41,6397";"49,6279";"48,1407";"32,1787";"32,827";"29,6293";"27,1515";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/12/2010;;1;1;"102,6256";"5,2828";"22,5762";2;31;1;1;1;"0,0";0;"66,9551";"102,6256";"58,8638";"43,0568";"34,1366";"28,3813";"16,937";"13,3485";"11,3996";"8,6308";"7,753";"6,8998";"6,4828";"32,827";"22,9944";"18,5389";"20,7251";"14,3515";"14,3515";"18,0008";"24,1584";"21,8498";"19,6205";"16,4113";"15,3726";"13,3485";"11,3996";"10,4552";"8,6308";"6,0725";"5,2828";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/11/2010;;1;1;"93,2357";"3,5498";"16,3415";30;14;1;1;1;"0,0";0;"10,4552";"8,6308";"7,753";"6,8998";"6,8998";"17,4669";"14,8599";"11,3996";"6,8998";"4,5423";"4,1959";"3,8651";"3,8651";"3,5498";"5,2828";"19,6205";"16,4113";"13,3485";"12,3643";"10,4552";"8,6308";"24,1584";"32,1787";"18,5389";"21,8498";"19,6205";"18,5389";"14,3515";"50,3772";"93,2357";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/10/2010;;1;1;"29,6293";"5,6691";"10,2472";8;27;1;1;1;"0,0";0;"9,5319";"9,9908";"7,753";"7,753";"6,8998";"6,0725";"9,5319";"29,6293";"22,9944";"18,0008";"9,5319";"7,753";"7,753";"6,8998";"6,0725";"7,753";"9,9908";"7,753";"7,3232";"6,8998";"6,0725";"6,0725";"6,8998";"6,4828";"6,0725";"6,0725";"5,6691";"20,7251";"17,4669";"15,8898";"14,3515";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/09/2010;;1;1;"131,511";"1,7588";"19,0811";22;10;1;1;1;"0,0";0;"2,6947";"3,2498";"2,6947";"2,6947";"2,4393";"2,1983";"2,1983";"2,1983";"1,9715";"1,7588";"1,7588";"2,6947";"3,5498";"3,2498";"2,4393";"2,4393";"2,4393";"2,1983";"2,1983";"2,4393";"3,5498";"131,511";"120,2725";"108,4031";"73,6758";"29,003";"14,3515";"16,4113";"14,3515";"11,3996";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/08/2010;;1;1;"111,3315";"2,6947";"16,8677";1;31;1;1;1;"0,0";0;"111,3315";"39,544";"29,003";"29,003";"38,8536";"35,4633";"27,7641";"21,8498";"16,937";"13,8477";"11,3996";"11,3996";"16,4113";"12,854";"12,3643";"10,4552";"9,0785";"8,6308";"7,753";"6,8998";"6,8998";"6,0725";"6,0725";"5,2828";"5,2828";"4,5423";"4,5423";"3,8651";"3,5498";"3,2498";"2,6947";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/07/2010;;1;1;"63,6766";"4,1959";"17,129";22;9;1;1;1;"0,0";0;"6,4828";"6,8998";"6,0725";"6,0725";"6,0725";"6,0725";"5,2828";"4,5423";"4,1959";"9,0785";"8,1889";"6,8998";"8,6308";"9,9908";"9,0785";"10,9248";"15,8898";"15,3726";"12,854";"46,6688";"37,485";"63,6766";"51,887";"36,133";"26,5436";"28,3813";"22,9944";"18,5389";"14,8599";"13,3485";"11,8795";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/06/2010;;1;1;"131,511";"5,2828";"24,086";19;15;1;1;1;"0,0";0;"9,9908";"9,0785";"8,6308";"8,6308";"11,8795";"9,9908";"9,0785";"8,1889";"7,753";"7,3232";"6,8998";"6,8998";"6,0725";"6,0725";"5,2828";"5,2828";"6,8998";"125,3391";"131,511";"117,2664";"45,9386";"35,4633";"30,26";"24,1584";"20,7251";"15,8898";"12,854";"12,3643";"9,5319";"7,3232";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/05/2010;;1;1;"302,3847";"8,6308";"42,8519";12;6;1;1;1;"0,0";0;"27,7641";"23,574";"20,7251";"18,0008";"13,8477";"8,6308";"11,3996";"202,0252";"107,4328";"36,8069";"82,3749";"302,3847";"120,2725";"75,3894";"39,544";"34,1366";"23,574";"21,285";"18,0008";"15,8898";"13,8477";"14,8599";"13,3485";"12,3643";"11,3996";"10,9248";"10,4552";"9,5319";"9,5319";"8,6308";"10,4552";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/04/2010;;1;1;"132,5493";"6,4828";"31,6199";26;17;1;1;1;"0,0";0;"18,5389";"19,6205";"18,5389";"19,6205";"19,6205";"19,6205";"38,1672";"38,1672";"36,8069";"34,1366";"19,6205";"14,3515";"13,3485";"9,5319";"7,753";"7,3232";"6,4828";"6,4828";"6,8998";"6,8998";"23,574";"51,1302";"47,4028";"42,3463";"41,6397";"132,5493";"101,673";"77,1162";"36,8069";"32,827";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/03/2010;;1;1;"39,544";"5,2828";"20,6321";7;22;1;1;1;"0,0";0;"18,0008";"15,8898";"18,5389";"20,7251";"38,1672";"36,8069";"39,544";"35,4633";"28,3813";"24,1584";"22,9944";"20,7251";"19,0759";"16,937";"12,854";"9,9908";"8,6308";"7,753";"6,8998";"6,0725";"6,8998";"5,2828";"10,4552";"15,8898";"38,1672";"34,7978";"29,003";"25,3415";"23,574";"21,8498";"20,7251";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/02/2010;;1;1;"60,4539";"14,8599";"33,6189";1;28;1;1;1;"0,0";0;"60,4539";"43,7714";"42,3463";"35,4633";"26,5436";"22,9944";"31,5347";"37,485";"49,6279";"29,003";"51,1302";"54,1797";"53,4118";"47,4028";"39,544";"40,9371";"31,5347";"23,574";"22,9944";"22,4197";"19,0759";"32,827";"28,3813";"24,1584";"20,7251";"18,5389";"16,4113";"14,8599";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
70100000;2;01/01/2010;;1;1;"145,2208";"3,8651";"34,3548";11;3;1;1;1;"0,0";0;"5,2828";"4,5423";"3,8651";"6,0725";"14,3515";"26,5436";"39,544";"29,003";"17,4669";"15,8898";"145,2208";"36,133";"35,4633";"31,5347";"25,3415";"20,7251";"18,5389";"17,4669";"17,4669";"20,7251";"116,2701";"75,3894";"61,2543";"37,485";"42,3463";"32,827";"25,3415";"22,9944";"30,8951";"27,7641";"61,2543";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/12/2009;;1;1;"27,7641";"6,0725";"11,9474";3;16;1;1;1;"0,0";0;"9,0785";"7,753";"27,7641";"21,8498";"10,4552";"7,3232";"10,4552";"10,4552";"8,6308";"8,6308";"7,753";"22,9944";"20,7251";"12,3643";"8,6308";"6,0725";"21,8498";"18,0008";"9,5319";"8,6308";"7,753";"6,4828";"7,753";"16,937";"15,3726";"13,3485";"12,3643";"12,3643";"6,8998";"6,0725";"6,0725";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/11/2009;;1;1;"67,7833";"3,8651";"21,4222";14;4;1;1;1;"0,0";0;"4,5423";"4,1959";"4,1959";"3,8651";"4,1959";"7,3232";"6,4828";"51,1302";"33,4797";"9,9908";"7,753";"11,8795";"9,0785";"67,7833";"62,8657";"51,887";"34,7978";"20,7251";"18,5389";"24,1584";"44,4899";"35,4633";"27,1515";"16,937";"14,8599";"14,8599";"14,3515";"13,3485";"11,8795";"10,4552";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/10/2009;;1;1;"45,9386";"4,9046";"18,385";1;30;2;2;2;"0,0";0;"45,9386";"32,827";"23,574";"20,1703";"21,285";"19,6205";"13,8477";"13,3485";"11,3996";"13,8477";"34,1366";"30,8951";"25,3415";"33,4797";"30,26";"29,6293";"23,574";"16,4113";"14,8599";"14,3515";"18,0008";"14,8599";"11,3996";"9,5319";"9,0785";"7,753";"6,8998";"7,3232";"6,4828";"4,9046";"4,9046";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
70100000;2;01/09/2009;;1;1;"268,7548";"8,6308";"61,7442";12;1;1;1;1;"0,0";0;"8,6308";"36,8069";"33,4797";"30,26";"14,3515";"9,9908";"12,3643";"127,3853";"51,1302";"143,082";"122,2907";"268,7548";"97,8928";"36,8069";"30,26";"21,285";"18,5389";"148,449";"33,4797";"18,5389";"13,3485";"13,3485";"18,5389";"13,3485";"10,9248";"8,6308";"208,0441";"190,1669";"75,3894";"36,8069";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;2;01/08/2009;;1;1;"187,8243";"8,6308";"34,8669";9;29;1;1;1;"0,0";0;"13,3485";"172,8376";"30,26";"21,285";"18,0008";"18,5389";"20,7251";"23,574";"187,8243";"122,2907";"27,1515";"24,1584";"18,5389";"16,937";"13,3485";"11,8795";"15,3726";"45,2123";"104,5396";"30,26";"21,285";"18,5389";"16,937";"15,3726";"14,3515";"13,3485";"9,5319";"9,5319";"8,6308";"8,6308";"8,6308";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/07/2009;;1;1;"148,449";"2,1983";"17,8421";16;7;1;1;1;"0,0";0;"4,9046";"3,8651";"3,5498";"3,2498";"2,6947";"2,4393";"2,1983";"8,1889";"19,6205";"51,1302";"22,9944";"32,1787";"16,937";"8,1889";"5,2828";"148,449";"56,5054";"27,1515";"17,4669";"12,854";"12,3643";"12,3643";"10,4552";"8,6308";"11,3996";"11,3996";"11,3996";"6,8998";"6,8998";"6,8998";"4,5423";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
70100000;2;01/06/2009;;1;1;"9,0785";"2,6947";"4,6325";1;22;1;1;1;"0,0";0;"9,0785";"5,2828";"3,8651";"3,8651";"3,5498";"3,2498";"3,2498";"2,9648";"4,5423";"6,0725";"5,2828";"4,5423";"3,8651";"3,8651";"3,5498";"4,9046";"4,5423";"4,5423";"3,8651";"3,2498";"2,9648";"2,6947";"3,8651";"6,4828";"5,6691";"4,9046";"4,1959";"3,8651";"9,0785";"7,3232";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
